ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
34	Rat	BDNF-AS	lncRNA	hypoxia	acute spinal cord injury (ASCI)	AGE1.HN cells; PC12 cells	hypoxia treatment	"BDNF-AS, PRDM5 and c-caspase 3 expression were significantly upregulated, while miR-130b-5p was suppressed in the ASCI group and neuronal cells following hypoxia treatment."	29995562
35	Rat	BDNF-AS	lncRNA	amyloid-¦Â (A¦Â) 25-35	Alzheimer's disease (AD)	PC12 cells	amyloid-¦Â (A¦Â) 25-35 treatment	A¦Â 25-35 apparently increased BDNF-AS but decreased BDNF in PC12 cells.	29902125
36	Rat	BDNF-AS	lncRNA	lithium (Li)	spinal cord injury (SCI)	spinal cord	lithium treatment	"Furthermore, lithium treatment alleviated the inflammatory response by inactivating the nuclear factor-kappa B (NF-¦ÊB) pathway and inhibited the expression of lncRNA brain-derived neurotrophic factor antisense (BDNF-AS) in SCI rats."	33464390
37	Rat	BLACAT1	lncRNA	IL-6	osteogenesis	bone marrow stromal stem cells (BMSCs)	IL-6 treatment	"BLACAT1 expression was increased in inflammatory BMSCs, and knockdown of BLACAT1 promoted proliferation and osteogenic differentiation of BMSCs targeting miR-142-5p."	32271407
38	Rat	Blnc1	lncRNA	streptozocin (STZ)	diabetic nephropathy (DN)	renal tissues	streptozotocin (STZ) treatment	upregulated	31632538
39	Rat	Bmncr	lncRNA	macrophage colony-stimulating factor (M-CSF) and receptor activator of NF-¦ÊB ligand (RANKL)	osteoporosis	Bone marrow mesenchymal stem cells (BMMs) isolated from rats undergoing ovariectomy (OVX)	RANKL (50 ng/mL) and M-CSF (50 ng/mL) for 120 h treatment	Bmncr expression gradually downregulated during RANKL-induced in vitro osteoclast differentiation	31773670
40	Rat	CASC2	lncRNA	pentylenetetrazol (PTZ)	epilepsy	hippocampus tissues	pentylenetetrazol (PTZ) treatment	lncRNA CASC2 was time-dependently downregulated in the epileptic groups compared with the control group	31958564
41	Rat	CASC2	lncRNA	hypoxia	hypoxic pulmonary hypertension (HPH)	pulmonary arterial tissues and pulmonary artery smooth muscle cells (PASMCs)	hypoxia induce	downregulated	30857524
42	Rat	CASC9	lncRNA	lipopolysaccharide (LPS)	lung injury	lung tissues	Lipopolysaccharide (LPS) treatment	CASC9 was markedly downregulated while miR-195-5p was significantly upregulated in HSAECs treated by LPS and lung tissues of rats with sepsis.	32221619
43	Rat	CASC9	lncRNA	lipopolysaccharide (LPS)	spinal cord injury (SCI)	PC-12 cells	lipopolysaccharide (LPS) treatment	The results showed that lncRNA CASC9 was downregulated and miR-383-5p was upregulated in SCI rats and LPS-induced PC12 cells.	33438067
44	Rat	CCAT1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	spinal cord injury (SCI)	astrocytes	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	CCAT1 Protects Astrocytes Against OGD/R-Induced Damage by Targeting the miR-218/NFAT5-Signaling Axis	32239388
45	Rat	CD36-005	lncRNA	letrozole	polycystic ovarian syndrome (PCOS)	ovarian tissues	letrozole treatment	upregulated	29505837
46	Rat	Cdkn1	lncRNA	angiotensin II (Ang II)	cardiac fibrosis	cardiac	angiotensin II (Ang II) treatment	downregulated	25979571
47	Rat	Cdkn1	lncRNA	losartan	cardiac fibrosis	heart tissues	Losartan treatment	"losartan (AT1 blocker) nearly completely reversed the decrease of lncRNA-NR024118 and partly reversed the decrease of Cdkn1c induced by Ang II in adult rat cardiac fibroblasts,"	25979571
48	Rat	CHAR	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	neonatal rat ventricular cells (NRVCs)	angiotensin II (Ang II) treatment	CHAR was also down©\regulated in AngII©\treated NRVCs. CHAR participates in pathological cardiac hypertrophy in vitro. CHAR regulates cardiac hypertrophy via the miR©\20b/PTEN/AKT pathway.	31465630
49	Rat	CHRF	lncRNA	lipopolysaccharide (LPS)	myocarditis	H9c2 cells	lipopolysaccharide (LPS) treatment	"?Silence of lncRNA CHRF impeded the LPS injury to H9c2 cells, as cell viability was increased, apoptosis was inhibited, ROS generation was decreased, and the expression of interleukin (IL)-6 and tumor necrosis factor (TNF)-¦Á was suppressed. However, silence of lncRNA CHRF had no impacts on normal H9c2 cells growth."	30695715
50	Rat	CPS1©\IT	lncRNA	hypoxia	pulmonary arterial hypertension (PAH)	pulmonary artery tissues	hypoxia induce	downregulated	30982984
51	Rat	CRNDE	lncRNA	lipopolysaccharide (LPS)	intrauterine infection	brain tissues	lipopolysaccharide (LPS) treatment	CRNDE deteriorates intrauterine infection-induced neonatal brain injury	32234564
52	Rat	CRNDE	lncRNA	lipopolysaccharide (LPS)	myocardial injury	H9c2 cells	lipopolysaccharide (LPS) treatment	CRNDE/miR-29a/SIRT1 network regulated sepsis-induced myocardial injury.	32473249
53	Rat	CRNDE	lncRNA	platelet derived growth factor-BB (PDGF-BB)	restenosis after angioplasty or stent	rat carotid artery and vascular smooth muscle cells (VSMCs)	platelet-derived growth factor-BB (PDGF-BB) treatment	upregulated	30740670
54	Rat	CRNDE	lncRNA	feeney's freefall impact	traumatic brain injury (TBI)	brain tissues	Feeney's freefall impact induce	upregulated	31345079
55	Rat	CTPB1-AS2	lncRNA	angiotensin II (Ang II)	cardiac hypertrophy	The neonatal rat ventricular myocytes (NRVMs)	angiotensin II (Ang II) treatment	upregulated	31220774
56	Rat	CUST-2117-PI428311958	lncRNA	high fat diet (HFD)	obesity	rats	high fat diet (HFD) feed	upregulated	28761781
57	Rat	CUST-4640-PI428311958	lncRNA	high fat diet (HFD)	obesity	rats	high fat diet (HFD) feed	upregulated	28761781
58	Rat	CUST-5105-PI428311958	lncRNA	high fat diet (HFD)	obesity	rats	high fat diet (HFD) feed	upregulated	28761781
59	Rat	CUST-6638-PI428311958	lncRNA	high fat diet (HFD)	obesity	rats	high fat diet (HFD) feed	upregulated	28761781
60	Rat	CUST-9613-PI428311958	lncRNA	high fat diet (HFD)	obesity	rats	high fat diet (HFD) feed	upregulated	28761781
61	Rat	CYTOR	lncRNA	lipopolysaccharide (LPS)	myocardial injury	H9c2 cells	lipopolysaccharide (LPS) treatment	upregulated	32181504
62	Rat	DANCR	lncRNA	hypoxia	acute myocardial infarction (AMI)	H9c2 cells	hypoxia treatment	DANCR alleviated hypoxia-caused H9c2 cells damage through positive regulation of HIF-1¦Á.	33426962
63	Rat	DANCR	lncRNA	compression force (CF)	cell differentiation	human periodontal ligament (PDL) cells	compression force (CF) treatment	upregulated	31213122
64	Rat	DANCR	lncRNA	tunicamycin (TM)	endoplasmic reticulum stress (ERS)	H9c2 cells	tunicamycin treatment	lncRNA Dancr overexpression protected cardiomyocytes against ERS injury via sponging miR-6324.	33300079
65	Rat	DANCR	lncRNA	oxygen glucose deprivation (OGD)	ischemic stroke (IS)	brain microvascular endothelial cell (BMEC)	oxygen glucose deprivation (OGD) treatment	"DANCR expression significantly increased at 2, 4, 6, 8, and 10 h after OGD."	31986122
66	Rat	DCRF	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	neonatal rats cardiomyocytes	high glucose (HG) treatment	High glucose increased DCRF expression and induced autophagy in cardiomyocytes.	31285779
67	Rat	DCRF	lncRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	rat heart tissues	streptozotocin treatment	"DCRF knockdown reduced cardiomyocyte autophagy, attenuated myocardial fibrosis, and improved cardiac function in diabetic rats"	31285779
68	Rat	DGCR5	lncRNA	hypoxia	myocardial infarction (MI)	H9c2 cells	hypoxia induce	downregulated	31826181
69	Rat	DGCR5	lncRNA	polydatin (PD)	myocardial infarction (MI)	hypoxia-induced H9c2 cells	Polydatin (PD) treatment	upregulated	31826181
70	Rat	DGCR5	lncRNA	hypoxia	spinal cord injury (SCI)	PC12 cells	hypoxia treatment	DGCR5 was downregulated in PC12 cells treated with hypoxia.	30146926
71	Rat	Dlg4	lncRNA	lipopolysaccharide (LPS)	hepatocarcinogenesis	WB-F344 cells	lipopolysaccharide (LPS) treatment	upregulated	31065105
72	Rat	EFNA3	lncRNA	hypoxia	cerebral ischemia injury (CII)	hypoxia-injured rat adrenal pheochromocytoma (PC-12) cells	hypoxia induce	"?lncRNA EFNA3 was highly expressed in response to hypoxia. Deletion of lncRNA EFNA3 significantly aggravated hypoxia-induced injury in PC-12 cells, as the impairment of cell viability, migration, and invasion, and the inducement of apoptosis. LncRNA EFNA3 worked as a sponging molecule for miR-101a and miR-101a suppression-protected PC-12 cells against hypoxia-induced injury even when lncRNA EFNA3 was silenced."	30125989
73	Rat	EFNA3	lncRNA	hypoxia	cerebral ischemia injury (CII)	PC-12 cells	hypoxia treatment	lncRNA EFNA3 was highly expressed in response to hypoxia.	30125989
74	Rat	EGOT	lncRNA	recombinant human brain natriuretic peptide (rhBNP)	hypoxia-induced injury	H9c2 cells	recombinant human brain natriuretic peptide (rhBNP) treatment	Hypoxia significantly induced injury in H9c2 cells (inhibited cell viability and promoted cell apoptosis and autophagy) and decreased the expression of EGOT	30031611
75	Rat	Eif4g2	lncRNA	palmitate	pancreatic ¦Â-cell dysfunction	INS-1E cells	palmitate treatment	lncEif4g2 is able to indirectly regulate the expression of CREB via targeting miR-3074-5p in INS-1E cells and mouse islets	32956705
76	Rat	Ell2	lncRNA	lipopolysaccharide (LPS)	hepatocarcinogenesis	WB-F344 cells	lipopolysaccharide (LPS) treatment	upregulated	31065105
77	Rat	ENSRNOG00000037522	lncRNA	streptozocin (STZ)	epithelial-mesenchymal transition (EMT)	kidney tissues	streptozocin (STZ) treatment	ENSRNOG00000037522 was significantly increased in kidney tissues	29436579
78	Rat	ENSRNOT00000065561	lncRNA	chronic intermittent hypoxia (CIH)	obstructive sleep apnea-induced cardiovascular disease	heart tissues	chronic intermittent hypoxia (CIH) treatment	upregulated	30535531
79	Rat	ENST00000052577	lncRNA	A2B5+ cell transplantation	traumatic brain injury (TBI)	TBI Sprague-Dawley rats	A2B5+ cell transplantation	upregulated	29251113
80	Rat	ENST00000446135	lncRNA	cadmium (Cd)	cadmium-induced toxicity	lung tissues	cadmium (Cd) treatment	upregulated	33447366
81	Rat	FAF	lncRNA	hypoxia	acute myocardial infarction (AMI)	Cardiomyocytes were isolated from 1©\ to 3©\day©\old rats	hypoxia induce	downregulated	31093967
82	Rat	FAF	lncRNA	angiotensin II (Ang II)	cardiac fibrosis	cardiac fibroblasts (CFs); heart tissues	angiotensin II (Ang II) treatment	lncRNA FAF was decreased in heart tissues and CFs treated with Ang II compared with the control.	31708099
83	Rat	FAM83H-AS1	lncRNA	advanced glycation end product (AGE)	intervertebral disc degeneration (IDD)	nucleus pulposus (NP) cells	advanced glycation end products (AGEs) treatment	downregulated	33313263
84	Rat	Fendrr	lncRNA	caerulein (Cae)	acute pancreatitis (AP)	AR42J cells	caerulein (Cae) treatment	LncRNA Fendrr was also upregulated in AP cell model and directly bound ANXA2 protein.	30474876
85	Rat	Fendrr	lncRNA	hypoxia	cardiomyocyte apoptosis	H9c2 cells	hypoxia treatment	LncRNA Fendrr inhibits hypoxia/reoxygenation-induced cardiomyocyte apoptosis by downregulating p53 expression.	32537758
86	Rat	FGD5-AS1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	primary cortical neuron culture	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	FGD5-AS1 may protect the neuron against OGD/R injury via acting as a ceRNA for miR-223 to mediate IGF1R expression	32337949
87	Rat	FIRRE	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	stroke	primary microglial cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	FIRRE was upregulated in OGD/R-treated microglial cells	29715458
88	Rat	FOXD3-AS1	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9C2 cells	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	31632535
89	Rat	FTX	lncRNA	lithium chloride and pilocarpine	epilepsy	hippocampal neuron	lithium chloride and pilocarpine induce	"?FTX is notably reduced in the hippocampus of SE rat model. Moreover, the in?vivo overexpression of FTX inhibited SE-induced hippocampus neuron apoptosis."	30871773
90	Rat	FTX	lncRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9C2 cells	hypoxia/reoxygenation (H/R) treatment	FTX alleviates hypoxia/reoxygenation-induced cardiomyocyte injury via miR-410-3p/Fmr1 axis	31957854
91	Rat	FTX	lncRNA	Nogo-66	neurite outgrowth	PC12 cells	Nogo-66 treatment	LncRNA FTX Involves in the Nogo-66-Induced Inhibition of Neurite Outgrowth Through Regulating PDK1/PKB/GSK-3¦Â Pathway.	32107749
92	Rat	Gadd45a	lncRNA	sevoflurane (SEV)	sevoflurane-induced neurotoxicity	neural stem cells (NSCs)	sevoflurane treatment	lncRNA Gadd45a were positively coupregulated in rat NSCs fol- lowing exposure to sevoflurane	29521679
93	Rat	gadd7	lncRNA	agmatine (AGM)	hyperoxia-induced acute lung injury (HALI)	rat lung tissues	agmatine (AGM) treatment	"AGM decreased the upregulated expression of lncRNA gadd7 caused by hyperoxia and due to the presence of the competitive binding of lncRNA gadd7 and MFN1 to miR-125a, AGM indirectly decreased MFN1 protein expression to inhibit the cells apoptosis."	31196629
94	Rat	GAS5	lncRNA	isoproterenol	acute myocardial infarction (AMI)	rat myocardial tissues	subcutaneous injection of isoproterenol (ISO)	"SiRNA GAS5 can enhance the cardiac function of AMI model rats, relieve pathological damage, reduce myocardial cell apoptosis, and inhibit the occurrence of myocardial fibrosis. The possible underlying mechanism may be associated with upregulated of miR-21."	31646590
95	Rat	GAS5	lncRNA	bisphenol A (BPA)	bisphenol A (BPA) induced neurotoxicity	PC12cells	bisphenol A (BPA) treatment	GAS5 was downregulated in PC12 cells induced by BPA.	29552716
96	Rat	GAS5	lncRNA	hypoxia/reoxygenation (H/R)	cardiomyocyte apoptosis	H9c2 cells	hypoxia/reoxygenation (H/R) treatment	"LncRNA-GAS5 regulates PDCD4 expression to mediate MI-induced cardiomyocyte apoptosis via targeting miR-21, suggesting that GAS5 could be a therapeutic target for MI."	32308118
97	Rat	GAS5	lncRNA	homocysteine (Hcy)	cell damage	primary cardiac microvascular endothelial cells (CMECs)	homocysteine (HCY) treatment	downregulated	30825202
98	Rat	GAS5	lncRNA	deep hypothermic circulatory arrest	cerebral injury	rat hippocampal tissues	deep hypothermic circulatory arrest treatment	upregulated	30824348
99	Rat	GAS5	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	AC16 cardiomyocytes	high glucose (HG) treatment	GAS5 expression was upregulated in HG-treated AC16 cardiomyocytes and the rat diabetic myocardial injury model	33682891
100	Rat	GAS5	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	H9c2 cells	high glucose (HG) treatment	"GAS5 downregulated high blood glucose concentrations in STZ-induced diabetic rats, however its expression levels decreased in both HG-processed H9C2 cells and the myocardium of DM model rats."	33313941
101	Rat	GAS5	lncRNA	high glucose (HG)	diabetic cardiomyopathy (DCM)	H9c2 cells	high glucose (HG) treatment	downregulated	33313941
102	Rat	GAS5	lncRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	H9c2 cells	streptozotocin (STZ) treatment	"GAS5 downregulated high blood glucose concentrations in STZ-induced diabetic rats, however its expression levels decreased in both HG-processed H9C2 cells and the myocardium of DM model rats"	33313941
103	Rat	GAS5	lncRNA	streptozocin (STZ)	diabetic cardiomyopathy (DCM)	myocardium	streptozotocin (STZ) treatment	downregulated	33313941
104	Rat	GAS5	lncRNA	kainic acid (KA)	epilepsy	primary hippocampal neuron	kainic acid (KA) treatment	"lncRNA GAS5 functions as a competitive endogenous RNA of miR-135a-5p to increase expression of KCNQ3, and lncRNA GAS5 silencing inhibited the occurrence and progression of epilepsy."	31373759
105	Rat	GAS5	lncRNA	astragaloside IV (AS-IV)	heart failure (HF)	hypoxia-treated cardiomyoblast H9c2 cells	astragaloside IV (AS-IV) treatment	"we found that lncRNA GAS5 expression was downregulated by AS-IV treatment, and AS-IV might affect hypoxia-stimulated H9c2 cells through lncRNA GAS5."	31136949
106	Rat	GAS5	lncRNA	hypoxia	heart failure (HF)	H9c2 cells	hypoxia induce	"silence of lncRNA GAS5 attenuated hypoxia-triggered cell death, silence of lncRNA GAS5 protected H9c2 cells against hypoxia-induced injury possibly via sponging miR-142-5p."	31085811
107	Rat	GAS5	lncRNA	carbon tetrachloride (CCl4)	liver fibrosis	Liver tissues	carbon tetrachloride (CCl4) treatment	lncRNA GAS5 can be used as a sponge platform for miR-23a to decrease miR-23a expression levels competitively.	30735452
108	Rat	GAS5	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	brain tissues	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	GAS5 and PTEN expression levels were elevated in brain tissues of MCAO rats and OGD/R-induced PC12 cells	33309710
109	Rat	GAS5	lncRNA	hypoxia	myocardial infarction (MI)	myocardial cell line H9c2	hypoxia induce	upregulated	31429119
110	Rat	GAS5	lncRNA	norepinephrine (NE)	myocardial infarction (MI)	H9c2 cells	Norepinephrine (NE) treatment	upregulated	30099044
111	Rat	GAS5	lncRNA	anoxia/reoxygenation (A/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H9c2 cells	anoxia/reoxygenation (A/R) treatment	lncRNA GAS5 in H9c2 cells treated with anoxia and reoxygenation was significantly upregulated.	31985016
112	Rat	GAS5	lncRNA	palmitic acid (PA)	myocardial lipotoxic injury	H9c2 cells	palmitic acid (PA) treatment	GAS5 was significantly upregulated in cardiomyocytes following treatment with PA	30365114
113	Rat	GAS5	lncRNA	cocaine	neural function	nucleus accumbens (NAc)	cocaine treatment	downregulated	32711952
114	Rat	GAS5	lncRNA	methamphetamine (METH)	neurotoxicity	prefrontal cortical neurons	Methamphetamine treatment	upregulated	28619521
115	Rat	GAS5	lncRNA	curcumin (Cur)	post-stroke depression (PSD)	hippocampus	curcumin treatment	upregulated	32627518
116	Rat	GAS5	lncRNA	hypoxia	stroke	rat brain tissues	Transient focal ischemia was induced by intraluminal occlusion of the right Middle cerebral artery occlusion (MCAO)	"GAS5 was upregulated in MCAO rats and in vitro hypoxia cell model while miR-221 expression was decreased in vitro hypoxia cell model. GAS5 promoted cells apoptosis, while miR-221 inhibited cell apoptosis through regulation of PUMA and downstream JNK/H2AX signaling."	31878844
117	Rat	Giver	lncRNA	angiotensin II (Ang II)	hypertension	Rat vascular smooth muscle cell (VSMC)	angiotensin II (Ang II) treatment	upregulated	30566058
118	Rat	Giver	lncRNA	angiotensin II (Ang II)	hypertension	vascular smooth muscle cell (VSMC)	angiotensin II (Ang II) treatment	AngII increased the expression of Giver.	30566058
119	Rat	Gm2691	lncRNA	hypoxia	acute myocardial infarction (AMI)	neonatal rat ventricular cardiomyocytes	AnaeroPack anaerobic system treatment	LncRNA Gm2691 improved the cardiac function and attenuated the inflammatory response in vivo	31169981
120	Rat	Gm4419	lncRNA	hypoxia/reoxygenation (H/R)	hepatic ischemia/reperfusion injury (HIRI)	BRL-3A cells	hypoxia-reoxygenation (H/R) treatment	lncRNA Gm4419 accelerates hepatic I/R injury by targeting the miR-455-SOX6 axis.	32114773
121	Rat	Gm4419	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	ischemic stroke (IS)	microglial cells from SD rat	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	28476620
122	Rat	Gm4419	lncRNA	hypoxia/reoxygenation (H/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	H92c cells	hypoxia/reoxygenation treatment	upregulated	32590403
123	Rat	Gpr19	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	acute myocardial infarction (AMI)	rat ventricular cardiomyocytes (NRCMs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	upregulated	31622017
124	Rat	Gpr19	lncRNA	oxygen-glucose deprivation and reoxygenation (OGD/R)	myocardial ischemia/reperfusion (I/R) injury (MIRI)	Neonatal rat ventricular cardiomyocytes (NRCMs)	oxygen-glucose deprivation and reoxygenation (OGD/R) treatment	Inhibition of the LncRNA Gpr19 attenuates ischemia-reperfusion injury after acute myocardial infarction by inhibiting apoptosis and oxidative stress via the miR-324-5p/Mtfr1 axis.	31622017
125	Rat	Grik2-001	lncRNA	letrozole	polycystic ovarian syndrome (PCOS)	ovarian tissues	letrozole treatment	downregulated	29505837
126	Rat	H19	lncRNA	hypoxia	acute myocardial infarction (AMI)	rat H9c2 cells	hypoxia	upregulated	29179202
127	Rat	H19	lncRNA	lipopolysaccharide (LPS)	acute respiratory distress syndrome (ARDS)	lung tissues	lipopolysaccharide (LPS) treatment	"The expression of H19 and FOXA1 was significantly upregulated, while the expression of miR-423-5p was downregulated in LPS-induced ARDS rats."	33629893
128	Rat	H19	lncRNA	amyloid-¦Â (A¦Â) 25-35	Alzheimer's disease (AD)	PC12 cells	amyloid-¦Â (A¦Â) 25-35 treatment	"Elevated H19, HMGB1 and decreased miR-129 were found in A¦Â25-35-treated PC12 cells as well as in brain tissues of AD mice."	33410377
129	Rat	H19	lncRNA	"2, 3, 7, 8-tetrachlorodibenzo-p-dioxin (TCDD)"	ancestral TCDD exposure	ovary of TCDD treated F3 female rats	Pregnant Sprague-Dawley female rats (F0) were given with either vehicle or TCDD (100 or 500?ng/kg BW/day) by gavages during days 8-14 of gestation.	upregulated	31629011
130	Rat	H19	lncRNA	hypoxia	cardiac rehabilitation	H9c2 cells	hypoxic preconditioning (HPC) treatment	"HPC treatment protected H9c2 cells against H2O2-induced injury, upregulated the level of long noncoding RNA (lncRNA) H19."	33197240
131	Rat	H19	lncRNA	hypoxia	cerebral ischemia/reperfusion (I/R) injury	brain tissues	(lncRNA H19) was found to be upregulated by hypoxia	upregulated	28203482
