ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
19	Apple	mdm-miR156a	miRNA	light	anthocyanin biosynthetic	apple peels from the 'Red Fuji' cultivar	light treatment	dysregulated	31344284
20	Arabidopsis thaliana	ath-miR156	miRNA	salt and drought stress	adaptation to the environment	Arabidopsis	under stress conditions treatment	upregulated	25345491
21	Arabidopsis thaliana	ath-miR156	miRNA	recurring heat stress (HS memory)	heat stress	arabidopsis thaliana	HS treatment	upregulated	24769482
22	Arabidopsis thaliana	ath-miR156a	miRNA	glucose	extended juvenile development	Arabidopsis seedlings	MS medium containing 10 mM Glucose	downregulated	28108181
23	Arabidopsis thaliana	ath-miR156a	miRNA	sugar	vegetative phase change	Arabidopsis thaliana	Sugar?treatment treatment	downregulated	23538384
24	Arabidopsis thaliana	ath-miR156c	miRNA	glucose	extended juvenile development	Arabidopsis seedlings	MS medium containing 10 mM Glucose	downregulated	28108181
25	Arabidopsis thaliana	ath-miR156c	miRNA	sugar	vegetative phase change	Arabidopsis thaliana	Sugar?treatment treatment	downregulated	23538384
26	Arabidopsis thaliana	ath-miR156h	miRNA	root knot nematodes (RKN)	root-knot nematodes (RKNs) infection	Arabidopsis root	RKN treatment	strong activity within galls	28906559
27	Arabidopsis thaliana	ath-miR160	miRNA	sulfur dioxide (SO2)	botrytis cinerea (B. cinerea) infection	arabidopsis plants	sulfur dioxide (SO2) treatment	upregulated	28917191
28	Arabidopsis thaliana	ath-miR163	miRNA	root knot nematodes (RKN)	root-knot nematodes (RKNs) infection	Arabidopsis root	RKN treatment	strong activity within galls	28906559
29	Arabidopsis thaliana	ath-MIR165a	miRNA	abscisic acid (ABA)	xylem patterning and maturation	Arabidopsis protoxylem (PX)	abscisic acid (ABA) treatment	upregulated	31399468
30	Arabidopsis thaliana	ath-MIR166b	miRNA	abscisic acid (ABA)	xylem patterning and maturation	Arabidopsis protoxylem (PX)	abscisic acid (ABA) treatment	upregulated	31399468
31	Arabidopsis thaliana	ath-miR167	miRNA	sulfur dioxide (SO2)	botrytis cinerea (B. cinerea) infection	arabidopsis plants	sulfur dioxide (SO2) treatment	upregulated	28917191
32	Arabidopsis thaliana	ath-miR2111a-3p	miRNA	root knot nematodes (RKN)	root-knot nematodes (RKNs) infection	Arabidopsis root	RKN treatment	strong activity within galls	28906559
33	Arabidopsis thaliana	ath-miR393	miRNA	salt	acclimation to salinity	arabidopsis thaliana seeds	culture at salt (ATS) medium treatment	upregulated	25222737
34	Arabidopsis thaliana	ath-miR393	miRNA	sulfur dioxide (SO2)	botrytis cinerea (B. cinerea) infection	arabidopsis plants	sulfur dioxide (SO2) treatment	upregulated	28917191
35	Arabidopsis thaliana	ath-miR395	miRNA	sulfur dioxide (SO2)	sulfur dioxide (SO2) stress and oxidative stress	Arabidopsis shoots	SO2 treatment	downregulated(miR-398) and upregulated (miR-395)	28819808
36	Arabidopsis thaliana	ath-miR396	miRNA	ultraviolet (UV) irradiation	cell proliferation	proliferating tissues	UV-B radiation treatment	upregulated	24076976
37	Arabidopsis thaliana	ath-MIR398	miRNA	boron	boron toxicity	Arabidopsis thaliana seedlings	boron treatment	upregulated	27794275
38	Arabidopsis thaliana	ath-miR398	miRNA	sulfur dioxide (SO2)	sulfur dioxide (SO2) stress and oxidative stress	Arabidopsis shoots	SO2 treatment	downregulated(miR-398) and upregulated (miR-395)	28819808
39	Arabidopsis thaliana	ath-miR414c	miRNA	Salinity	plant salinity tolerance	Arabidopsis	Salinity stress induce treatment	downregulated	30676211
40	Arabidopsis thaliana	ath-miR5090	miRNA	duplication of AOP2	nitrogen starvation	Arabidopsis thaliana	duplication of AOP2 treatment	upregulated	24367020
41	Arabidopsis thaliana	ath-miR826	miRNA	duplication of AOP2	nitrogen starvation	Arabidopsis thaliana	duplication of AOP2 treatment	upregulated	24367020
42	Arabidopsis thaliana	ath-miR831	miRNA	root knot nematodes (RKN)	root-knot nematodes (RKNs) infection	Arabidopsis root	RKN treatment	strong activity within galls	28906559
43	Arabidopsis thaliana	ath-miR861-5p	miRNA	root knot nematodes (RKN)	root-knot nematodes (RKNs) infection	Arabidopsis root	RKN treatment	strong activity within galls	28906559
44	Asian tiger mosquito	aal-miR-252	miRNA	dengue virus serotype 2 (DENV-2)	dengue virus (DENV) infection	Ae. albopictus C6/36 cellline	wih dengue virus serotype 2 (DENV-2) infection treatment	upregulated	25025105
45	Atlantic cod	gmo-miR-128-3-5p	miRNA	polyinosinic-polycytidilic acid (Poly(I:C))	antiviral immune response	Atlantic cod (Gadus morhua) macrophages	poly (I:C) treatment	upregulated	29190475
46	Atlantic cod	gmo-miR-199-1-3p	miRNA	polyinosinic-polycytidilic acid (Poly(I:C))	antiviral immune response	Atlantic cod (Gadus morhua) macrophages	poly (I:C) treatment	downregulated	29190475
47	Atlantic cod	gmo-miR-214-1-5p	miRNA	polyinosinic-polycytidilic acid (Poly(I:C))	antiviral immune response	Atlantic cod (Gadus morhua) macrophages	poly (I:C) treatment	upregulated	29190475
48	Atlantic cod	gmo-miR-30b-3p	miRNA	polyinosinic-polycytidilic acid (Poly(I:C))	antiviral immune response	Atlantic cod (Gadus morhua) macrophages	poly (I:C) treatment	downregulated	29190475
49	Atlantic cod	gmo-miR-451-3p	miRNA	polyinosinic-polycytidilic acid (Poly(I:C))	antiviral immune response	Atlantic cod (Gadus morhua) macrophages	poly (I:C) treatment	upregulated	29190475
50	Baboon	pan-miR-124	miRNA	¦Ã-rays	hematological acute radiation syndrome (HARS)	baboons peripheral blood on day 1 after exposure	irradiated with 2.5 or 5 Gy	upregulated in the peripheral blood on day 1 after exposure	28236054
51	Baboon	pan-miR-150-5p	miRNA	simvastatin	endometriosis	serum	simvastatin treatment	downregulated	29587611
52	Baboon	pan-miR-29c	miRNA	¦Ã-rays	hematological acute radiation syndrome (HARS)	baboons peripheral blood on day 1 after exposure	irradiated with 2.5 or 5 Gy	upregulated in the peripheral blood on day 1 after exposure	28236054
53	Baboon	pan-miR-3613-5p	miRNA	simvastatin	endometriosis	serum	simvastatin treatment	upregulated	29587611
54	Baboon	pan-miR-378	miRNA	¦Ã-rays	hematological acute radiation syndrome (HARS)	baboons peripheral blood on day 1 after exposure	irradiated with 2.5 or 5 Gy	upregulated in the peripheral blood on day 1 after exposure	28236054
55	Baboon	pan-miR-451a	miRNA	simvastatin	endometriosis	serum	simvastatin treatment	downregulated	29587611
56	Baboon	pan-miR-574-3p	miRNA	¦Ã-rays	hematological acute radiation syndrome (HARS)	baboons peripheral blood on day 1 after exposure	irradiated with 2.5 or 5 Gy	upregulated in the peripheral blood on day 1 after exposure	28236054
57	Baboon	pan-miR-7	miRNA	¦Ã-rays	hematological acute radiation syndrome (HARS)	baboons peripheral blood on day 1 after exposure	irradiated with 2.5 or 5 Gy	upregulated in the peripheral blood on day 1 after exposure	28236054
58	Barley	Hv-miR1432	miRNA	drought	abiotic stress response	barley	drought treatments	dysregulated	27155357
59	Barley	Hv-mir160a	miRNA	heat stress	heat-responsive	barley	high temperature treatment	upregulated	25183744
60	Barley	Hv-mir166a	miRNA	heat stress	heat-responsive	barley	high temperature treatment	upregulated	25183744
61	Barley	Hv-miR166b	miRNA	drought	abiotic stress response	barley	drought treatments	dysregulated	27155357
62	Barley	Hv-miR166b	miRNA	aluminum (Al)	aluminum (Al) toxicity	barley	Al treatment	downregulated	32588054
63	Barley	Hv-miR166c	miRNA	drought	abiotic stress response	barley	drought treatments	dysregulated	27155357
64	Barley	Hv-mir167h	miRNA	heat stress	heat-responsive	barley	high temperature treatment	upregulated	25183744
65	Barley	Hv-miR169b	miRNA	drought	abiotic stress response	barley	drought treatments	dysregulated	27155357
66	Barley	Hv-mir5175a	miRNA	heat stress	heat-responsive	barley	high temperature treatment	upregulated	25183744
67	Barley	Hv-miRx5	miRNA	drought	abiotic stress response	barley	drought treatments	dysregulated	27155357
68	Bombus terrestris	bte-miR-100	miRNA	"slow bee paralysis virus (SBPV), Israeli acute paralysis virus (IAPV)"	bee-virus interaction	bumblebee	"SBPV,IAPV treatment"	dysregulated	28374846
69	Bombus terrestris	bte-miR-281	miRNA	"slow bee paralysis virus (SBPV), Israeli acute paralysis virus (IAPV)"	bee-virus interaction	bumblebee	"SBPV,IAPV treatment"	dysregulated	28374846
70	Bombus terrestris	bte-miR-34	miRNA	"slow bee paralysis virus (SBPV), Israeli acute paralysis virus (IAPV)"	bee-virus interaction	bumblebee	"SBPV,IAPV treatment"	dysregulated	28374846
71	Bombus terrestris	bte-miR-87	miRNA	"slow bee paralysis virus (SBPV), Israeli acute paralysis virus (IAPV)"	bee-virus interaction	bumblebee	"SBPV,IAPV treatment"	dysregulated	28374846
72	Branchiostoma belcheri	bbe-miR-10b-5p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
73	Branchiostoma belcheri	bbe-miR-10c-5p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	downregulated	28069432
74	Branchiostoma belcheri	bbe-miR-125a-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
75	Branchiostoma belcheri	bbe-miR-190-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	downregulated	28069432
76	Branchiostoma belcheri	bbe-miR-2063-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	downregulated	28069432
77	Branchiostoma belcheri	bbe-miR-29a-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
78	Branchiostoma belcheri	bbe-miR-31-5p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
79	Branchiostoma belcheri	bbe-miR-33-5p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	downregulated	28069432
80	Branchiostoma belcheri	bbe-miR-34a-5p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	downregulated	28069432
81	Branchiostoma belcheri	bbe-miR-34b-5p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
82	Branchiostoma belcheri	bbe-miR-4866-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
83	Branchiostoma belcheri	bbe-miR-4874-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
84	Branchiostoma belcheri	bbe-miR-4877-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	downregulated	28069432
85	Branchiostoma belcheri	bbe-miR-92a-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
86	Branchiostoma belcheri	bbe-miR-92b-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
87	Branchiostoma belcheri	bbe-miR-92c-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	upregulated	28069432
88	Branchiostoma belcheri	bbe-miR-92d-3p	miRNA	lipopolysaccharide (LPS)	innate immune response	gills of amphioxus Branchiostoma belcheri	lipopolysaccharide (LPS) treatment	downregulated	28069432
89	Bread wheat	tae-miR10004	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
90	Bread wheat	tae-miR10008	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
91	Bread wheat	tae-miR10009	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
92	Bread wheat	tae-miR1130c	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
93	Bread wheat	tae-miR156	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	downregulated	28241738
94	Bread wheat	tae-miR159	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
95	Bread wheat	tae-miR159a	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
96	Bread wheat	tae-miR160	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
97	Bread wheat	tae-miR160b	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
98	Bread wheat	tae-miR165a	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
99	Bread wheat	tae-miR166	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
100	Bread wheat	tae-miR167	miRNA	angiostrongylus cantonensis (A. cantonensis)	rhizobium infection	wheat between shoots and roots	angiostrongylus cantonensis (A. cantonensis) infection	upregulated	27858182
101	Bread wheat	tae-miR169	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	downregulated	28241738
102	Bread wheat	tae-miR169	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
103	Bread wheat	tae-miR171	miRNA	angiostrongylus cantonensis (A. cantonensis)	rhizobium infection	wheat between shoots and roots	angiostrongylus cantonensis (A. cantonensis) infection	upregulated	27858182
104	Bread wheat	tae-miR171a	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	downregulated	28241738
105	Bread wheat	tae-miR171c	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
106	Bread wheat	tae-miR172	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
107	Bread wheat	tae-miR1858	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
108	Bread wheat	tae-miR2118	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
109	Bread wheat	tae-miR2118a	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
110	Bread wheat	tae-miR319a	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	upregulated	28241738
111	Bread wheat	tae-miR393	miRNA	angiostrongylus cantonensis (A. cantonensis)	rhizobium infection	wheat between shoots and roots	angiostrongylus cantonensis (A. cantonensis) infection	upregulated	27858182
112	Bread wheat	tae-miR395	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
113	Bread wheat	tae-miR396	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
114	Bread wheat	tae-miR408	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
115	Bread wheat	tae-miR444c	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	downregulated	28241738
116	Bread wheat	tae-miR472	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
117	Bread wheat	tae-miR477	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
118	Bread wheat	tae-miR482	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
119	Bread wheat	tae-miR5048a	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	downregulated	28241738
120	Bread wheat	tae-miR5049	miRNA	drought	crop growth	leaf and root	drought treatments	dysregulated	26141043
121	Bread wheat	tae-miR827	miRNA	low temperature	cold stress	seeds of common wheat cultivar JM22	germinated and grown in a 4 ¡ãC chamber for vernalization	downregulated	28241738
122	Caenorhabditis elegans	cel-miR-124	miRNA	polysaccharide (APS)	longevity	Caenorhabditis elegans	polysaccharide (APS) treatment	upregulated	25186652
123	Caenorhabditis elegans	cel-miR-228	miRNA	dietary restriction (DR)	prolong longevity	OP50 E. coli	Dietary restriction (DR) induce	upregulated	25242029
124	Caenorhabditis elegans	cel-miR-235	miRNA	dietary restriction (DR)	dietary restriction (DR)-induced longevity in Caenorhabditis elegans	Caenorhabditis elegans	Dietary restriction (DR) induce	upregulated	30872315
125	Caenorhabditis elegans	cel-mir-237	miRNA	¦Ã-rays	enhance radiation sensitivity	Caenorhabditis elegans	¦Ã-irradiation treatment	downregulated	27321180
126	Caenorhabditis elegans	cel-mir-237	miRNA	ionizing radiation (IR)	ionizing radiation (IR) injury	vulval cell	ionizing radiation (IR) treatment	downregulated	27321180
127	Caenorhabditis elegans	cel-miR-34-5p	miRNA	enoxacin	aging	Caenorhabditis elegans	enoxacin treatment	Enoxacin treatment downregulated miR-34-5p.	29986212
128	Caenorhabditis elegans	cel-miR-35	miRNA	multiwalled carbon nanotubes (MWCNT)	multi-walled carbon nanotubes (MWCNTs) toxicity	intestine	multi-walled carbon nanotubes (MWCNTs) exposure	upregulated	31434956
129	Caenorhabditis elegans	cel-miR-67	miRNA	P. aeruginosa PA14	P. aeruginosa PA14 infection	worms	Exposure to P. aeruginosa PA14 treatment	upregulated	29050943
130	Caenorhabditis elegans	cel-miR-71	miRNA	dietary restriction (DR)	prolong longevity	OP50 E. coli	Dietary restriction (DR) induce	upregulated	25242029
131	Cat	fca-miR-101	miRNA	feline herpesvirus 1 (FHV-1)	feline herpesvirus 1 (FHV-1) infection	F81 cells	feline herpesvirus 1 (FHV-1) infection	FHV-1 infection upregulated the expression level of miR-101 in a cGAS-dependent manner.	32456815
132	Cattle	bta-miR-106a	miRNA	TGF-¦Â1	cell proliferation	bovine granulosa cells	TGF-¦Â1 treatment	upregulated	29665451
133	Cattle	bta-miR-106a	miRNA	interferon tau (IFNT)	IFNT effect on endometrium	bovine endometrial cells	interferon tau (IFNT) treatment	upregulated	27091464
134	Cattle	bta-miR-125b	miRNA	escherichia coli lipopolysaccharides and staphylococcus aureus enterotoxin B	inflammatory response	CD14(+) bovine monocytes	Escherichia coli lipopolysaccharides and Staphylococcus aureus enterotoxin B treatment	downregulated	22033210
135	Cattle	bta-miR-1434-5p	miRNA	TGF-¦Â1	cell proliferation	bovine granulosa cells	TGF-¦Â1 treatment	upregulated	29665451
136	Cattle	bta-miR-146a	miRNA	quercetin	bovine mastitis	bovine neutrophil	quercetin treatment	downregulated	28507412
137	Cattle	bta-miR-146a	miRNA	escherichia coli lipopolysaccharides and staphylococcus aureus enterotoxin B	inflammatory response	CD14(+) bovine monocytes	Escherichia coli lipopolysaccharides and Staphylococcus aureus enterotoxin B treatment	downregulated	22033210
138	Cattle	bta-miR-146a	miRNA	lipopolysaccharide (LPS)	smooth muscle cell differentiation	CD14(+) bovine monocytes	lipopolysaccharide (LPS) treatment	upregulated	22033210
139	Cattle	bta-miR-148a	miRNA	lipopolysaccharide (LPS)	endometriosis	primary bovine endometrial epithelial cells (bEECs)	lipopolysaccharide (LPS) treatment	upregulated	31756048
140	Cattle	bta-miR-148b	miRNA	IFN-¦Ó	innate immune response	primary bovine endometrial epithelial cells (bEECs) and an endometrial epithelial cell line (BEND)	IFN-¦Ó treatment	downregulated	29456541
141	Cattle	bta-miR-152	miRNA	IFN-¦Ó	innate immune response	primary bovine endometrial epithelial cells (bEECs) and an endometrial epithelial cell line (BEND)	IFN-¦Ó treatment	downregulated	29456541
142	Cattle	bta-miR-155	miRNA	escherichia coli lipopolysaccharides and staphylococcus aureus enterotoxin B	inflammatory response	CD14(+) bovine monocytes	Escherichia coli lipopolysaccharides and Staphylococcus aureus enterotoxin B treatment	downregulated	22033210
143	Cattle	bta-miR-155	miRNA	lipopolysaccharide (LPS)	smooth muscle cell differentiation	CD14(+) bovine monocytes	LPS treatment	upregulated	22033210
144	Cattle	bta-miR-15a	miRNA	trichostatin A (TSA)	cell cycle arrest	Bovine donor cells	50 nM TSA-ed cells were synchronized at G0/G1 stage treatment	upregulated	25151601
145	Cattle	bta-miR-16	miRNA	trichostatin A (TSA)	cell cycle arrest	Bovine donor cells	50 nM TSA-ed cells were synchronized at G0/G1 stage treatment	upregulated	25151601
146	Cattle	bta-miR-181c	miRNA	quercetin	bovine mastitis	bovine neutrophil	quercetin treatment	downregulated	28507412
147	Cattle	bta-miR-183	miRNA	lipopolysaccharide (LPS)	inflammation	bovine endometrial cells	treated with 1 ¦Ìg/mL LPS for 24 h	upregulated	29191705
148	Cattle	bta-miR-19a	miRNA	lipopolysaccharide (LPS)	endometriosis	bovine endometrial epithelial cells (bEECs)	lipopolysaccharide (LPS) treatment	downregulated	30673803
149	Cattle	bta-miR-20a	miRNA	lipopolysaccharide (LPS)	inflammation	bovine endometrial cells	treated with 1 ¦Ìg/mL LPS for 24 h	downregulated	29191705
150	Cattle	bta-miR-221	miRNA	TGF-¦Â1	corpus luteum regression	bovine luteal endothelial cells (LECs)	transforming growth factor (TGF)¦Â1 treatment	downregulated	29228113
151	Cattle	bta-miR-221	miRNA	fibroblast growth factor 2 (FGF2)	corpus luteum regression	bovine luteal endothelial cells (LECs)	fibroblast growth factor-2 (FGF2) treatment	upregulated	29228113
152	Cattle	bta-miR-223	miRNA	Staphylococcus aureus	bovine mastitis	mastitic udder tissues	(Staphylococcus aureus) S. aureus infection treatment	upregulated	33195489
153	Cattle	bta-miR-223	miRNA	escherichia coli lipopolysaccharides and staphylococcus aureus enterotoxin B	inflammatory response	CD14(+) bovine monocytes	Escherichia coli lipopolysaccharides and Staphylococcus aureus enterotoxin B treatment	downregulated	22033210
154	Cattle	bta-miR-24-2	miRNA	quercetin	bovine mastitis	bovine neutrophil	quercetin treatment	downregulated	28507412
155	Cattle	bta-miR-26b	miRNA	lipopolysaccharide (LPS)	inflammatory response	bovine alveolar macrophages (bAMs)	lipopolysaccharide (LPS) treatment	upregulated	26503952
156	Cattle	bta-miR-34a	miRNA	trichostatin A (TSA)	cell cycle arrest	Bovine donor cells	50 nM TSA-ed cells were synchronized at G0/G1 stage treatment	upregulated	25151601
157	Cattle	bta-miR-365-3p	miRNA	lipopolysaccharide (LPS)	inflammation	bovine endometrial cells	treated with 1 ¦Ìg/mL LPS for 24 h	downregulated	29191705
158	Cattle	bta-miR-375	miRNA	lipopolysaccharide (LPS)	inflammation	bovine endometrial cells	treated with 1 ¦Ìg/mL LPS for 24 h	upregulated	29191705
159	Cattle	bta-miR-448	miRNA	lipopolysaccharide (LPS)	endometriosis	"Bovine endometrial epithelial cell line (bEECs, BEND cells)"	lipopolysaccharides (LPS) treatment	downregulated	31674024
160	Cattle	bta-miR-449b	miRNA	doxycycline	apoptosis	bovine fetal fibroblasts	doxycycline (DXC) treatment	upregulated	29042680
161	Cattle	bta-miR-9	miRNA	escherichia coli lipopolysaccharides and staphylococcus aureus enterotoxin B	inflammatory response	CD14(+) bovine monocytes	Escherichia coli lipopolysaccharides and Staphylococcus aureus enterotoxin B treatment	downregulated	22033210
162	Cattle	bta-miR-98	miRNA	caprine parainfluenza virus type 3 (CPIV3)	viral replication	Madin-Darby bovine kidney (MDBK) cells	caprine parainfluenza virus type 3 (CPIV3) infection	Bta-miR-98 Suppresses Replication of Caprine Parainfluenza Virus Type 3 Through Inhibiting Apoptosis by Targeting Caspase-3	32983081
163	Cattle	bta-miR-35a	miRNA	either toxic or non-toxic fescue seed diets	fescue toxicosis	Angus bulls sperm	s of either toxic or non-toxic fescue seed diets treatment	upregulated	25462855
164	Cattle	bta-miR-36a	miRNA	either toxic or non-toxic fescue seed diets	fescue toxicosis	Angus bulls sperm	s of either toxic or non-toxic fescue seed diets treatment	upregulated	25462855
