ID	Species	ncRNA	ncRNA type	Environmental factor (EF)	Phenotype	Sample	Condition of EF	Evidence	PubMed ID
55	Human	hsa-let-7a	miRNA	"pan-JAK inhibitor, INC424"	myeloproliferative neoplasms	Ton.JAK2.V617F cells	"pan-JAK inhibitor, INC424 treatment"	upregulated	28057739
56	Human	hsa-let-7a	miRNA	pan-HDAC inhibitor ITF2357	non-Hodgkin lymphoma (NHL)	human B-cell non-Hodgkin lymphomas (B-NHLs)	pan-HDAC inhibitor ITF2357 treatment	upregulated	24648290
57	Human	hsa-let-7a	miRNA	cisplatin (DDP)	ovarian cancer (OC)	SKOV3 cells	cisplatin treatment	downregulated	31189742
58	Human	hsa-let-7a	miRNA	metformin (Met)	pancreatic cancer (PC)	Human pancreatic cancer cell lines AsPC-1£» AsPC-1-GTR£» MiaPaCa-2£» MiaPaCa-2-GTR	Metformin? treatment	downregulated	22086681
59	Human	hsa-let-7a	miRNA	XMD8-92	pancreatic ductal adenocarcinoma (PDAC)	human pancreatic cancer AsPC-1 cells	XMD8-92 treatment	upregulated	24880079
60	Human	hsa-let-7a	miRNA	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine)"	preeclampsia (PE)	JEG-3 cells	"5-Aza-2'-deoxycytidine (5-Aza-dC, decitabine) treatment"	Let-7a inhibits Bcl-xl and YAP1 expression to induce apoptosis of trophoblast cells in early-onset severe preeclampsia	32721616
61	Human	hsa-let-7a	miRNA	CXCR4	pregnancy disease	AML cells	CXCR4 treatment	downregulated	23676502
62	Human	hsa-let-7a	miRNA	Yangzheng Sanjie decoction (YZSJD)	gastric cancer (GC)	AGS and HS-746T GC cells	YZSJD treatment	downregulated	28852313
63	Human	hsa-let-7a	miRNA	hypoxia	pulmonary arterial hypertension (PAH)	human pulmonary arterial smooth muscle cells (PASMCs)	hypoxia exposure	miR-let-7a was downregulated in hypoxic PASMCs.	32803651
64	Human	hsa-let-7a	miRNA	arsenite	lung fibrosis	THP-1 cells	arsenic (As) exposure	downregulated of H19 or upregulated of let-7a reversed the arsenite-induced M2 polarization of macrophages.	33162208
65	Human	hsa-let-7a	miRNA	arsenite	lung fibrosis	lung tissues; bone marrow-derived macrophages (BMDMs)	arsenite exposure	downregulated	33162208
66	Human	hsa-let-7a	miRNA	anti-citrullinated protein antibodies (ACPAs)	rheumatoid arthritis (RA)	macrophages isolated from patients with RA	ACPAs treatment (160IU/mL)	downregulated	28802150
67	Human	hsa-let-7a	miRNA	"high-fluence light-emitting diode-generated red light (HF-LED-RL, 633?¡À?15?nm)"	skin fibrosis	human skin fibroblast	HF-LED-RL at 320 and 640?J/cm2 radiation	upregulated	30182520
68	Human	hsa-let-7a	miRNA	melatonin	subarachnoid hemorrhage (SAH)	U87 cells; U251 cells	melatonin (MT) treatment	downregulated	29367587
69	Human	hsa-let-7a	miRNA	IL-22	systemic sclerosis (SSc)	normal human dermal fibroblast	IL-22	downregulated	29336866
70	Human	hsa-let-7a	miRNA	IL-22	systemic sclerosis (SSc)	Human dermal fibroblasts	IL-22 treatment	downregulated	29336866
71	Human	hsa-let-7a	miRNA	arsenite	tumorigenesis of arsenite	human keratinocyte HaCaT cells	arsenic exposure	downregulated	24704393
72	Human	hsa-let-7a1	miRNA	listeria monocytogenes (L. monocytogenes)	Listeria infection	Human epithelial cells (Caco-2)	Listeria infection	downregulated	22312311
73	Human	hsa-let-7a-2	miRNA	"1,25-dihydroxyvitamin D 3 (calcitriol)"	muscarinic M(1) receptor dysfunction	A549 cells	"1,25-dihydroxyvitamin D 3 (calcitriol) treatment"	upregulated	23469214
74	Human	hsa-let-7a-3	miRNA	retinoic acid (RA)	acute promyelocytic leukemia (APL)	human promyelocytic cell line NB4	Retinoic acid treatment	upregulated	17260024
75	Human	hsa-let-7a-5p	miRNA	paclitaxel (PTX)	breast cancer	BC tissues; MCF-7 cells MDA-MB-231	Paclitaxel (PTX) treatment	downregulated	32273769
76	Human	hsa-let-7a-5p	miRNA	glucocorticoid (GC)	glucocorticoid-induced osteoporosis (GIOP)	vertebral samples	treatment	downregulated	30503955
77	Human	hsa-let-7a-5p	miRNA	silica	pneumoconiosis	THP-1 cells	silica treatment	downregulated	29516679
78	Human	hsa-let-7a-5p	miRNA	TGF-¦Â2	posterior capsular opacification (PCO)	human lens epithelial cells (LECs)	TGF-¦Â2 treatment	TGF-¦Â2 upregulated Smad2 expression and reduced let-7a-5p expression in LECs	32345785
79	Human	hsa-let-7a-5p	miRNA	doxorubicin (DOX)	prostate cancer	prostate cancer DU-145 cells	doxorubicin (DOX) treatment	upregulated	31188543
80	Human	hsa-let-7a-5p	miRNA	radiation	prostate cancer	serum	curative radiotherapy (RT) treatment	upregulated	30103771
81	Human	hsa-let-7b	miRNA	hypoxia	acute myocardial infarction (AMI)	AC16	hypoxia treatment	downregulated	32922590
82	Human	hsa-let-7b	miRNA	ethanol (EtOH)	alcoholic liver disease (ALD)	Cryopreserved primary human hepatocytes (cPHH)	ethanol (EtOH) exposure	upregulated	30103265
83	Human	hsa-let-7b	miRNA	lipopolysaccharide (LPS) and TGF-¦Â	alcoholic liver disease (ALD)	human hepatic stellate cells (HSCs)	lipopolysaccharide (LPS) and TGF-¦Â treatment	downregulated	28536261
84	Human	hsa-let-7b	miRNA	curcumin (Cur)	breast cancer	MCF-10F cells	curcumin (Cur) treatment	upregulated	31894298
85	Human	hsa-let-7b	miRNA	estradiol	breast cancer	MCF-7 cells	Estradiol treatment	upregulated	19528081
86	Human	hsa-let-7b	miRNA	estradiol	breast cancer	MCF-7 cells	Estradiol treatment	upregulated	19528081
87	Human	hsa-let-7b	miRNA	electrode	cervical cancer (CC)	HeLa cells	electric treatment	upregulated	16503596
88	Human	hsa-let-7b	miRNA	adherent-invasive escherichia coli (AIEC)	crohn disease (CD)	colonic epithelial cells	adherent invasive escherichia coli (AIEC) treatment	AIEC elicits/exacerbate gut inflammation in WT/IL-10 KO mice that correlates with increased expression of TLR4 and decreased level of let-7b in IECs.	30142321
89	Human	hsa-let-7b	miRNA	mycolactone	expression regulation	human primary T cells	Mycolactone treatment	mycolactone-induced suppression of CD62-L expression by human primary T cells was induced rapidly at both the mRNA and protein levels and correlated with the reduced expression of one miRNA: let-7b.	21768364
90	Human	hsa-let-7b	miRNA	preoperative radiotherapy	esophageal squamous cell carcinoma (ESCC)	ESCC tissues	preoperative radiotherapy treatment	dysregulated	24576011
91	Human	hsa-let-7b	miRNA	helicobacter pylori (H. pylori)	hepatitis B virus (HBV) infection	gastric mucosa specimens and two gastric epithelial cell lines	Helicobacter pylori infection	downregulated	23437218
92	Human	hsa-let-7b	miRNA	oleic acid (OA)	inflammation	LPS-activated human acute monocytic leukemia cells (THP-1)	oleic acid (OA) treatment	upregulated	29790117
93	Human	hsa-let-7b	miRNA	palmitic acid (PA)	inflammation	LPS-activated human acute monocytic leukemia cells (THP-1)	palmitic acid (PA) treatment	upregulated	29790117
94	Human	hsa-let-7b	miRNA	ursolic acid (UA)	malignant pleural mesothelioma (MPM)	H2452 cells	ursolic acid treatment	upregulated	28090191
95	Human	hsa-let-7b	miRNA	"RESMENA (reduction of metabolic syndrome in Navarra, Spain)"	metabolic syndrome	MetS patients white blood cells (WBC)	RESMENA treatment	"miR-155-3p was decreased ,miR-Let-7b was strongly upregulated in white blood cells (WBC)"	26421388
96	Human	hsa-let-7b	miRNA	"3,3'-diindolylmethane (DIM)"	pancreatic cancer (PC)	MiaPaCa-2; Panc-1; Aspc-1 cells	"3,3'-diindolylmethane (DIM) treatment"	upregulated	19654291
97	Human	hsa-let-7b	miRNA	isoflavone	pancreatic cancer (PC)	MiaPaCa-2; Panc-1; Aspc-1 cells	isoflavone treatment	upregulated	19654291
98	Human	hsa-let-7b	miRNA	metformin (Met)	pancreatic cancer (PC)	Human pancreatic cancer cell lines AsPC-1£» AsPC-1-GTR£» MiaPaCa-2£» MiaPaCa-2-GTR	Metformin? treatment	downregulated	22086681
99	Human	hsa-let-7b	miRNA	peroxisome proliferator-activated receptor ¦Ã coactivator-1¦Á (PGC-1¦Á)	renal fibrosis	HK-2 cell lines	peroxisome proliferator-activated receptor ¦Ã coactivator-1¦Á (PGC-1¦Á) overexpression treatment	upregulated	31614978
100	Human	hsa-let-7b	miRNA	arsenite	tumorigenesis of arsenite	human keratinocyte HaCaT cells	arsenic exposure	downregulated	24704393
101	Human	hsa-let-7b*	miRNA	low-glycaemic load dietary	breast cancer	serum (pre-menopausal women)	low-glycaemic load dietary treatment	upregulated	22647265
102	Human	hsa-let-7b-3p	miRNA	water particulate matter 2.5 (PM2.5 )	respiratory toxicity	human alveolar epithelial cell (A549)	water particulate matter 2.5 (PM2.5 ) treatment	upregulated	26791009
103	Human	hsa-let-7b-5p	miRNA	lipopolysaccharide (LPS)	chronic obstructive pulmonary disease (COPD)	BEAS-2B cells	lipopolysaccharide (LPS) treatment	"LINC00987 Ameliorates COPD by Regulating LPS-Induced Cell Apoptosis, Oxidative Stress, Inflammation and Autophagy Through Let-7b-5p/SIRT1 Axis."	33311978
104	Human	hsa-let-7b-5p	miRNA	cisplatin (DDP)	gastric cancer (GC)	SGC 7901cells; AGC cells	cisplatin treatment	downregulated	33009035
105	Human	hsa-let-7b-5p	miRNA	fibroblast growth factor receptor (FGFR) 1	mitochondrial dynamics	normal human dermal microvascular endothelial cells (HMVECs)	Fibroblast growth factor receptor (FGFR) 1 treatment	downregulated	29269295
106	Human	hsa-let-7b-5p	miRNA	N-acetyl-seryl-aspartyl-lysyl-proline (AcSDKP)	mitochondrial dynamics	normal human dermal microvascular endothelial cells (HMVECs)	N-acetyl-seryl-aspartyl-lysyl-proline (AcSDKP) treatment	upregulated	29269295
107	Human	hsa-let-7b-5p	miRNA	"triple cytokines (TGF-¦Â2, interleukin-1¦Â, tumor necrosis factor-¦Á)"	mitochondrial dynamics	normal human dermal microvascular endothelial cells (HMVECs)	"triple cytokines (TGF-¦Â2, interleukin-1¦Â, tumor necrosis factor-¦Á) treatment"	downregulated	29269295
108	Human	hsa-let-7b-5p	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	multiple sclerosis (MS)	serum exosomes	tumor necrosis factor alpha (TNF-¦Á) treatment	downregulated	29505299
109	Human	hsa-let-7b-5p	miRNA	trichloroethylene (TCE)	non-Hodgkin lymphoma (NHL)	serum	trichloroethylene (TCE) exposure treatment	downregulated	31161417
110	Human	hsa-let-7b-5p	miRNA	lipopolysaccharide (LPS)	sepsis	HK-2 cells	lipopolysaccharide (LPS) treatment	"NEAT1 regulated TRAF6 expression by sponging let-7b-5p in HK-2 cells, which promotes LPS-induced injury and inflammation in HK-2 cells."	32724027
111	Human	hsa-let-7b-5p	miRNA	mycobacterium tuberculosis (Mtb)	tuberculosis (TB)	THP-1 human macrophages	?Mycobacterium tuberculosis (Mtb) infection	upregulated	29471394
112	Human	hsa-let-7c	miRNA	curcumin (Cur)	thyroid cancer (TC)	"human thyroid cancer cell lines TPC-1 (papillary), FTC-133 (follicular), and BHT-101"	curcumin treatment	downregulated	28265769
113	Human	hsa-let-7c	miRNA	androgen	prostate cancer	prostate cancer cells	androgen treatment	downregulated	23503464
114	Human	hsa-let-7c	miRNA	IFN-¦Ã	graft-versus-host disease (GVHD)	Cord blood (CB)	interferon-¦Ã treatment	downregulated	21913990
115	Human	hsa-let-7c	miRNA	all-trans retinoic acid (ATRA)	acute myeloid leukemia (AML)	"human leukemic cell lines NB4, HEL, HL-60, KG1, K562, SKNO-1, THP-1, and UF-1"	all-trans retinoic acid (ATRA) treatment	upregulated	24637061
116	Human	hsa-let-7c	miRNA	estradiol	breast cancer	MCF-7 cells	Estradiol treatment	upregulated	19528081
117	Human	hsa-let-7c	miRNA	oxidized low density lipoprotein (ox-LDL)	Dendritic cell (DC) maturation	Human peripheral blood monocytes differentiated DCs	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	29617044
118	Human	hsa-let-7c	miRNA	oxidized low density lipoprotein (ox-LDL)	apoptosis	human umbilical cord vein endothelial cells (HUVECs)	oxidized low-density lipoprotein (ox-LDL) treatment	upregulated	22917031
119	Human	hsa-let-7c	miRNA	TGF-¦Â2	epithelial-mesenchymal transition (EMT)	ARPE-19 cells	TGF-¦Â2 treatment	The expression of miR-let7c was dramatically reduced after induction by TGF-¦Â2	32420214
120	Human	hsa-let-7c	miRNA	retinoic acid (RA)	acute promyelocytic leukemia (APL)	human promyelocytic cell line NB4	Retinoic acid treatment	upregulated	17260024
121	Human	hsa-let-7c	miRNA	IFN-¦Ã	immunoregulatory function	human mesenchymal stem cells (MSCs)	"150 U/mL of IFN ¦Ã (Sigma, USA) for 24 h"	upregulated	28397044
122	Human	hsa-let-7c	miRNA	cigarette smoke extract (CSE)	lung cancer	human bronchial epithelial (HBE) cell	cigarette smoke extract (CSE) treatment	downregulated	28184029
123	Human	hsa-let-7c	miRNA	fulvestrant	non-small cell lung cancer (NSCLC)	H1975 NSCLC cells	fulvestrant treatment	upregulated	24268810
124	Human	hsa-let-7c	miRNA	H2O2	osteoporosis	Adipose-derived mesenchymal stem cells (ADMSCs)	H2O2 treatment	upregulated	30379578
125	Human	hsa-let-7c	miRNA	H2O2	osteoporosis	human adipose-derived mesenchymal stem cells (hADMSCs)	H2O2 treatment	upregulated	30379578
126	Human	hsa-let-7c	miRNA	N-acetyl-L-cysteine (NAC)	osteoporosis	H2O2-treated human adipose-derived mesenchymal stem cells (hADMSCs)	N-acetyl-L-cysteine (NAC) treatment	downregulated	30379578
127	Human	hsa-let-7c	miRNA	cisplatin (DDP)	ovarian cancer (OC)	ES2 cells	cisplatin treatment	downregulated	32901049
128	Human	hsa-let-7c	miRNA	cisplatin (DDP)	ovarian cancer (OC)	SKOV3 cells;DDP cells	cisplatin treatment	upregulated	24589211
129	Human	hsa-let-7c	miRNA	a moderate-carbohydrate and low glycemic index diet	overweight and obese	overweight and obese subjects plasma	a moderate-carbohydrate and low glycemic index diet	downregulated	29233588
130	Human	hsa-let-7c	miRNA	"3,3'-diindolylmethane (DIM)"	pancreatic cancer (PC)	MiaPaCa-2; Panc-1; Aspc-1 cells	"3,3'-diindolylmethane (DIM) treatment"	upregulated	19654291
131	Human	hsa-let-7c	miRNA	isoflavone	pancreatic cancer (PC)	MiaPaCa-2; Panc-1; Aspc-1 cells	isoflavone treatment	upregulated	19654291
132	Human	hsa-let-7c	miRNA	quercetin	pancreatic ductal adenocarcinoma (PDAC)	PDA cells	quercetin treatment	upregulated	27521217
133	Human	hsa-let-7c	miRNA	lipoxins	premature ovarian failure (POF)	HK-2 cells	Lipoxins?treatment	upregulated	23520204
134	Human	hsa-let-7c	miRNA	fulvestrant	progesterone production in rat granulosa cells	H1975 NSCLC cells	Fulvestrant treatment	let-7c plays an important role in fulvestrant-induced upregulation of gefitinib sensitivity in H1975 cells	24268810
135	Human	hsa-let-7c	miRNA	activin A	prostate cancer	LNCaP cells	activin A treatment	upregulated	27018851
136	Human	hsa-let-7c	miRNA	peroxisome proliferator-activated receptor ¦Ã coactivator-1¦Á (PGC-1¦Á)	renal fibrosis	HK-2 cell lines	peroxisome proliferator-activated receptor ¦Ã coactivator-1¦Á (PGC-1¦Á) overexpression treatment	upregulated	31614978
137	Human	hsa-let-7c	miRNA	arsenite	tumorigenesis of arsenite	human keratinocyte HaCaT cells	arsenic exposure	downregulated	24704393
138	Human	hsa-let-7c-3p	miRNA	H2O2	age-related cataract (ARC)	Human lens epithelial cells (LECs)	H2O2 treatment	the expression of let-7c-3p was also lower under oxidative stress.	32258130
139	Human	hsa-let-7c-3p	miRNA	protein kinase C inhibitor GF109203X	wound healing and regeneration of skin tissues.	human keratinocytes	GF109203X treatment	"upregulated ( hsa-miR-1-3p , hsa-miR-181c-5p); downregulated( hsa-miR-31-5p , hsa-let-7c-3p )"	28901412
140	Human	hsa-let-7c-5p	miRNA	particulate matter (PM10)	cardiovascular disease (CVD)	extracellular vesicles (EVs) derived from monocyte/macrophage components (CD14+) and platelets (CD61+)	particulate matter (PM10) treatment	downregulated in extracellular vesicles (EVs) derived from monocyte/macrophage components (CD14+) and platelets (CD61+)	28899404
141	Human	hsa-let-7c-5p	miRNA	5-fluorouracil (5-Fu)	colorectal cancer (CRC)	HT29 cells	5-fluorouracil (5-FU) treatment	upregulated	25526515
142	Human	hsa-let-7c-5p	miRNA	olive oil polyphenol hydroxytyrosol (HT)	inflammation	TNF-¦Á treated human Simpson-Golabi-Behmel Syndrome (SGBS) adipocytes and exosomes	olive oil polyphenol hydroxytyrosol (HT) treatment	upregulated	31627295
143	Human	hsa-let-7c-5p	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	inflammation	human Simpson-Golabi-Behmel Syndrome (SGBS) adipocytes and exosomes	tumor necrosis factor alpha (TNF-¦Á) treatment	downregulated	31627295
144	Human	hsa-let-7c-5p	miRNA	honokiol	non-small cell lung cancer (NSCLC)	NSCLC A549 cells	honokiol treatment	upregulated	31176168
145	Human	hsa-let-7c-5p	miRNA	oleacein (OA)	obesity	Simpson-Golabi-Behmel syndrome (SGBS) adipocytes	oleacein (OA) treatment	upregulated	31766503
146	Human	hsa-let-7c-5p	miRNA	oleocanthal (OC)	obesity	Simpson-Golabi-Behmel syndrome (SGBS) adipocytes	oleocanthal (OC) treatment	upregulated	31766503
147	Human	hsa-let-7c-5p	miRNA	tumor necrosis factor alpha (TNF-¦Á) 	obesity	Simpson-Golabi-Behmel syndrome (SGBS) adipocytes	tumor necrosis factor alpha (TNF-¦Á) treatment	downregulated	31766503
